job_title,company_name,job_type,location,experience_years,skills
Full Stack PHP Developer,Exco Egypt -,Hybrid,Nasr City,· 4 - 6,[Full Stack PHP Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [jQuery] [Laravel] [Computer Science] [Information Technology (IT)] [MySQL] [PHP]
Project Procurement Manager,COLAS RAIL Egypt -,On-site,6th of October,· 10 - 15,[Project Procurement Manager] [Manager] [Engineering - Construction/Civil/Architecture] [Purchasing/Procurement] [Engineering - Mechanical/Electrical] [Engineering] [Electrical Engineering] [Construction] [Procurement] [Purchasing]
Senior Business Analyst,Confidential -,Hybrid,6th of October,· 4+,[Senior Business Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Agile] [Analyst] [Business Analysis] [Computer Science] [Software Development] [Information Technology (IT)] [Communication skills]
Senior Odoo Developer,Confidential -,On-site,Sidi Gaber,· 3 - 7,[Senior Odoo Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [Odoo Developer] [Software Development] [senior] [Odoo] [JavaScript] [OOP]
Sales Manager,Software House Solution  -,On-site,Heliopolis,· 4+,[Sales Manager] [Manager] [IT/Software Development] [Operations/Management] [Sales/Retail] [Business Administration] [sales skills] [Sales Target] [Sales Manager] [Sales] [Customer Service] [Software]
Senior Full Stack .Net Developer,ATI Systems -,On-site,Giza,· 4 - 6,[Senior Full Stack .Net Developer] [Experienced] [Creative/Design/Art] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [Angular] [ASP.Net] [Computer Engineering] [Computer Science] [Information Technology (IT)] [JavaScript]
Junior Full Stack .Net Developer,ATI Systems -,On-site,Mohandessin,· 1 - 3,[Junior Full Stack .Net Developer] [Entry Level] [Creative/Design/Art] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Full Stack] [Information Technology (IT)] [Software Development] [Stack] [NET] [JavaScript]
Senior Full Stack Java Developer,MTS-IT -,On-site,Maadi,· 2 - 5,[Senior Full Stack Java Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [SQL] [J2EE] [JSP] [JSF] [Software Development] [Web Development] [Computer Science] [Information Technology (IT)]
Data Analyst,Royal Lab -,On-site,Heliopolis,· 4 - 5,[Data Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Data Analyst] [Information Technology (IT)] [Analyst]
CRM Implementer,Bevatel -,On-site,Dokki,· 1 - 3,[CRM Implementer] [Experienced] [IT/Software Development] [Vtiger] [CRM implementation] [Customization] [Software Implementation] [Computer Science] [CRM] [Analytical skills] [Multitasking]
Cyber Security Instructor,CLS Learning Solutions -,Hybrid,Dokki,· 3 - 15,[Cyber Security Instructor] [Experienced] [Training/Instructor] [Information Security] [Cyber Security] [ITI] [Information Technology (IT)] [Security] [Networks] [Training] [Teaching] [cyber]
UI UX Designer,RTR Software Solutions  -,On-site,Nasr City,· 3 - 5,[UI UX Designer] [Experienced] [Creative/Design/Art] [IT/Software Development] [Design] [Computer Science] [HTML5] [front-end] [CSS3] [Information Technology (IT)] [ui] [UI Design]
Senior IT Specialist,solo sauce  -,On-site,Cairo,· 4 - 6,[Senior IT Specialist] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Information Technology (IT)] [Information technology] [Support] [Help desk] [Software] [Computer Science] [CRM] [Technology]
"Graphic Designer ""Photoshop Experience""",Confidential -,Hybrid,Alexandria,· 0 - 3,"[Graphic Designer ""Photoshop Experience""] [Entry Level] [Creative/Design/Art] [IT/Software Development] [Graphic Design] [Adobe Photoshop] [Design] [Arts] [Adobe illustrator]"
Application Manager,Universities of Canada in Egypt -,On-site,New Capital,· 7 - 10,[Application Manager] [Manager] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Database] [CRM] [IT] [Management] [Software Engineering] [application]
Scrum Master (Azure DevOps),Exco Egypt -,Hybrid,Nasr City,· 3 - 5,[Scrum Master (Azure DevOps)] [Experienced] [IT/Software Development] [Project/Program Management] [Azure] [Agile] [Software] [Scrum Master] [DevOps] [Master] [Scrum] [Software Development]
Senior Application Support Engineer,GPS -,On-site,Heliopolis,· 5 - 8,[Senior Application Support Engineer] [Experienced] [IT/Software Development] [Oracle] [SAP] [ERP] [SQL] [Implementation] [Computer Science]
IT Technical Support,Outservingplus -,On-site,Katameya,· 1 - 3,[IT Technical Support] [Experienced] [IT/Software Development] [Cisco] [Communication] [computer] [Computer Science] [Customer Support] [Help desk] [Information Technology (IT)] [Linux] [Software]
System Administrator,Talaat Moustafa Group -,On-site,Dokki,· 2 - 4,[System Administrator] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Engineering] [Communication] [Communication skills] [Computer Science] [Documentation] [English] [Information Technology (IT)]
Junior Azure cloud engineer,Efada Technology -,On-site,New Cairo,· 0 - 3,[Junior Azure cloud engineer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Cloud Computing] [Cloud] [DNS] [Engineering] [Computer Science] [Azure Active Directory] [Azure] [Active Directory]
AI Data Science and Machine Learning Instructor,CLS Learning Solutions -,Hybrid,Dokki,· 3 - 15,[AI Data Science and Machine Learning Instructor] [Experienced] [Training/Instructor] [Machine Learning] [AI] [Deep Learning] [Data Science] [Python] [Natural Language Processing] [Neural Networks] [Training] [Teaching]
Full Stack Developer (.Net Core - MVC),Dynamicslink -,On-site,Nasr City,· 3 - 5,[Full Stack Developer (.Net Core - MVC)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [ASP.Net] [Computer Science] [CSS] [Information Technology (IT)] [JavaScript] [jQuery] [Software Development]
Senior Sales Account Manager,Dynamicslink -,On-site,Nasr City,· 3 - 6,[Senior Sales Account Manager] [Experienced] [Business Development] [IT/Software Development] [Sales/Retail] [sales skills] [Experience] [Sales Target] [Sales] [Customer Service] [Management] [negotiation skills]
Marketing Manager,Dynamicslink -,On-site,Nasr City,· 8+,[Marketing Manager] [Manager] [IT/Software Development] [Marketing/PR/Advertising] [Media/Journalism/Publishing] [Manager] [Market Research] [Marketing manager] [Social Media] [Sales] [Marketing] [Software]
Project Manager (Non-Tech),Dynamicslink -,On-site,Nasr City,· 3+,[Project Manager (Non-Tech)] [Manager] [Engineering - Construction/Civil/Architecture] [IT/Software Development] [Project/Program Management] [Project Management] [Management] [Information Technology (IT)] [Communication] [business] [Project] [JIRA]
Senior .NET Developer,Dynamicslink -,On-site,Nasr City,· 4+,[Senior .NET Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [Computer Science] [Information Technology (IT)] [ERP] [Science] [Software Development] [Software Engineering] [NET]
Network Engineer,Talaat Moustafa Group -,On-site,Cairo,· 1 - 3,[Network Engineer] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Cisco] [CCNP] [network] [Information Technology (IT)] [Engineering] [DNS] [Networking]
Furniture sales engineer,Kana Furniture -,On-site,Sheraton,· 3 - 10,[Furniture sales engineer] [Experienced] [Creative/Design/Art] [Sales/Retail] [Furniture] [Sales]
Senior System Analyst,Confidential -,On-site,Nasr City,· 7 - 15,[Senior System Analyst] [Senior Management] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Information Technology (IT)] [business] [Computer Science] [Development] [Engineering] [Software Development] [System Analysis]
Senior Full-Stack Software Developer,Confidential -,On-site,6th of October,· 3 - 5,[Senior Full-Stack Software Developer] [Experienced] [IT/Software Development] [Computer Science] [CSS] [.Net] [Angular]
Sales Teamleader,Farmacia -,On-site,Nasr City,· 3+,[Sales Teamleader] [Manager] [Sales/Retail] [Leadership] [sales skills] [Sales Target] [Communication] [CRM Software] [Lead Generation] [negotiation skills] [Skills] [Sales]
IT Quality Assurance,INDEVCO -,On-site,6th of October,· 3 - 6,[IT Quality Assurance] [Experienced] [IT/Software Development] [Quality] [Engineering - Telecom/Technology] [Computer Science] [English] [Information Technology (IT)] [ISO] [Microsoft Office] [Quality Assurance] [quality]
Java Developer,Skarpt Company  -,On-site,Giza,· 0 - 1,[Java Developer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Java] [Engineering] [Software Development]
Odoo Developer,Trio M Smart Solutions  -,Remote,Cairo,· 2 - 4,[Odoo Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [JavaScript] [Python] [XML] [PostgreSQL]
UI UX Developer,Syad Tech -,Remote,Cairo,· 3 - 5,[UI UX Developer] [Experienced] [IT/Software Development] [CSS] [JavaScript] [front-end] [HTML] [front-end frameworks] [React.js] [figma] [Redux] [Front-End Development]
Senior MS Dynamics 365 CRM Developer,INVENTO -,Hybrid,Maadi,· 3 - 7,[Senior MS Dynamics 365 CRM Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Dynamics 365] [Human Resources (HR)] [ERP] [Dynamics CRM] [Dynamics HR] [Payroll] [Consulting] [C#]
SAP Ariba Consultant,MCV -,On-site,Obour City,· 2 - 20,[SAP Ariba Consultant] [Experienced] [IT/Software Development] [Logistics/Supply Chain] [Operations/Management] [ABAP] [SAP MM] [Operations Management]
Senior Scrum Master,TTC Technologies -,Hybrid,Heliopolis,· 3 - 5,[Senior Scrum Master] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [JIRA] [Scrum Master] [Scrum] [Master] [JIRA Expert]
IT Help Desk,Seoudi Supermarket -,On-site,6th of October,· 0 - 3,[IT Help Desk] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [CCNA] [Communication] [Communication skills] [computer] [Computer Science] [Information Systems] [Information Technology (IT)] [Installation]
Bid Manager,Interact Technology Solutions -,On-site,Maadi,· 3 - 5,[Bid Manager] [Experienced] [Engineering - Construction/Civil/Architecture] [IT/Software Development] [Manufacturing/Production] [Electronic Engineering] [Information Technology (IT)] [Engineering] [Communication Engineering] [Negotiations Skills] [Infrastructure Technology] [Infrastructure]
Senior Full Stack Developer (Java & Angular),Bluering -,Remote,Cairo,· 5+,[Senior Full Stack Developer (Java & Angular)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Angular] [Java] [Spring Boot] [back-end] [Computer Science] [Agile] [Software Development] [Engineering]
Cloud Engineer,The Translation Gate -,On-site,Maadi,· 3 - 5,[Cloud Engineer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Azure] [Cloud] [Communication] [Computer Science] [Engineering] [Information Technology (IT)] [engineer] [Troubleshooting]
Senior Dot Net Developer,SURE International Technology -,Hybrid,Cairo,· 5 - 7,[Senior Dot Net Developer] [Experienced] [IT/Software Development] [.Net] [ASP.Net] [Software] [.net core]
Mid/Senior PHP Developer,arib -,On-site,Nasr City,· 3 - 5,[Mid/Senior PHP Developer] [Experienced] [IT/Software Development] [PHP] [Laravel Framework] [Laravel PHP] [Computer Engineering] [blade] [laravel gate] [DevOps] [Software Development] [Development]
Field Marketing Specialist,Maison de Maa -,On-site,Cairo,· 2 - 4,[Field Marketing Specialist] [Experienced] [Marketing/PR/Advertising] [Marketing] [E-Marketing]
Talent Acquisition and Development Specialist,LINK Development -,Hybrid,Maadi,· 1 - 3,[Talent Acquisition and Development Specialist] [Experienced] [Human Resources] [English] [Communication] [Human Resources] [HR] [Human Resources (HR)] [Interviewing] [Management] [MS Office] [Recruitment]
Application Support ( Microsoft dynamic 365),Sky Distribution -,On-site,Sheikh Zayed,· 1 - 5,[Application Support ( Microsoft dynamic 365)] [Entry Level] [IT/Software Development] [Dynamics AX] [Dynamics AX 2012] [Microsoft Dynamics AX] [Microsoft Dynamics] [Ax] [ERP] [Application Support] [microsoft dynamics 365]
Senior Software Tester,Tamweely -,On-site,Boulaq,· 2 - 5,[Senior Software Tester] [Experienced] [IT/Software Development] [Quality] [Computer Science] [Information Technology (IT)] [Certified Software Tester] [International Software Testing Qualifications Board]
Software Engineer,R.D.T Sports Equipment Trading EST -,On-site,Alexandria,· 3+,[Software Engineer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [ERP] [Software] [Software Development] [Computer Science] [Engineering] [CSS] [Information Technology (IT)] [Programming]
Digital Marketing Consultant.,Wakeb Data -,Remote,Mohandessin,· 10 - 15,[Digital Marketing Consultant.] [Senior Management] [Business Development] [Creative/Design/Art] [Marketing/PR/Advertising] [business] [Analysis] [Digital Marketing] [Social Media]
web developer and PHP,souq.co -,Remote,New Cairo,· 1 - 15,[web developer and PHP] [Experienced] [IT/Software Development] [HTML] [JavaScript] [PHP] [MySQL] [Information Technology (IT)] [Git] [Computer Science] [Angular] [Software Development]
Full Stack Developer,Confidential -,Hybrid,Nasr City,· 4 - 6,[Full Stack Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.Net] [React] [Next] [Tailwind] [ASP.Net] [Computer Science] [CSS] [Engineering]
Full Stack Laravel / Vue Developer,Confidential -,Remote,Cairo,· 2 - 15,[Full Stack Laravel / Vue Developer] [Experienced] [IT/Software Development] [Laravel] [PHP] [JavaScript] [Vue.js] [SQL]
Senior Purchasing specialist (IT Services),Outservingplus -,On-site,Giza,· 2 - 5,[Senior Purchasing specialist (IT Services)] [Experienced] [Marketing/PR/Advertising] [Media/Journalism/Publishing] [Purchasing/Procurement] [IT] [Administration] [business] [Business Administration] [Communication] [Logistics] [Management]
Sales and Marketing Manager,Confidential -,On-site,Cairo,· 15 - 20,[Sales and Marketing Manager] [Manager] [Business Development] [Marketing/PR/Advertising] [Sales/Retail] [CRM] [Engineering] [Business Administration] [Sales] [Sales Target] [Marketing] [sales skills]
